Site Ref,Collected Date,Variable Name,Value,Quality
61700072,7/03/2011,Water Temp situ(øC) MAX,21.06,10
61700072,8/03/2011,Water Temp situ(øC) MAX,21.08,10
61700072,9/03/2011,Water Temp situ(øC) MAX,21.08,10
61700072,10/03/2011,Water Temp situ(øC) MAX,21.09,10
61700072,11/03/2011,Water Temp situ(øC) MAX,21.11,10
61700072,12/03/2011,Water Temp situ(øC) MAX,21.23,10
61700072,13/03/2011,Water Temp situ(øC) MAX,21.22,10
61700072,14/03/2011,Water Temp situ(øC) MAX,21.22,10
61700072,15/03/2011,Water Temp situ(øC) MAX,21.29,10
61700072,16/03/2011,Water Temp situ(øC) MAX,21.3,10
61700072,17/03/2011,Water Temp situ(øC) MAX,21.3,10
61700072,18/03/2011,Water Temp situ(øC) MAX,21.3,10
61700072,19/03/2011,Water Temp situ(øC) MAX,21.27,10
61700072,20/03/2011,Water Temp situ(øC) MAX,21.28,10
61700072,21/03/2011,Water Temp situ(øC) MAX,21.3,10
61700072,22/03/2011,Water Temp situ(øC) MAX,21.32,10
61700072,23/03/2011,Water Temp situ(øC) MAX,21.38,10
61700072,24/03/2011,Water Temp situ(øC) MAX,21.36,10
61700072,25/03/2011,Water Temp situ(øC) MAX,21.38,10
61700072,26/03/2011,Water Temp situ(øC) MAX,21.4,10
61700072,27/03/2011,Water Temp situ(øC) MAX,21.4,10
61700072,28/03/2011,Water Temp situ(øC) MAX,21.39,10
61700072,29/03/2011,Water Temp situ(øC) MAX,21.44,10
61700072,30/03/2011,Water Temp situ(øC) MAX,21.41,10
61700072,31/03/2011,Water Temp situ(øC) MAX,21.44,10
61700072,1/04/2011,Water Temp situ(øC) MAX,21.44,10
61700072,2/04/2011,Water Temp situ(øC) MAX,21.43,10
61700072,3/04/2011,Water Temp situ(øC) MAX,21.44,10
61700072,4/04/2011,Water Temp situ(øC) MAX,21.6,10
61700072,5/04/2011,Water Temp situ(øC) MAX,21.69,10
61700072,6/04/2011,Water Temp situ(øC) MAX,21.66,10
61700072,7/04/2011,Water Temp situ(øC) MAX,21.73,10
61700072,8/04/2011,Water Temp situ(øC) MAX,21.77,10
61700072,9/04/2011,Water Temp situ(øC) MAX,21.68,10
61700072,10/04/2011,Water Temp situ(øC) MAX,21.63,10
61700072,11/04/2011,Water Temp situ(øC) MAX,21.65,10
61700072,12/04/2011,Water Temp situ(øC) MAX,21.68,10
61700072,13/04/2011,Water Temp situ(øC) MAX,21.69,10
61700072,14/04/2011,Water Temp situ(øC) MAX,21.7,10
61700072,2/05/2011,Water Temp situ(øC) MAX,21.82,10
61700072,3/05/2011,Water Temp situ(øC) MAX,21.83,10
61700072,4/05/2011,Water Temp situ(øC) MAX,21.85,10
61700072,5/05/2011,Water Temp situ(øC) MAX,21.88,10
61700072,6/05/2011,Water Temp situ(øC) MAX,21.94,10
61700072,7/05/2011,Water Temp situ(øC) MAX,21.87,10
61700072,8/05/2011,Water Temp situ(øC) MAX,21.85,10
61700072,9/05/2011,Water Temp situ(øC) MAX,21.87,10
61700072,10/05/2011,Water Temp situ(øC) MAX,21.86,10
61700072,11/05/2011,Water Temp situ(øC) MAX,21.86,10
61700072,12/05/2011,Water Temp situ(øC) MAX,21.86,10
61700072,13/05/2011,Water Temp situ(øC) MAX,21.82,10
61700072,14/05/2011,Water Temp situ(øC) MAX,21.86,10
61700072,15/05/2011,Water Temp situ(øC) MAX,21.9,10
61700072,16/05/2011,Water Temp situ(øC) MAX,21.91,10
61700072,17/05/2011,Water Temp situ(øC) MAX,21.97,10
61700072,6/07/2011,Water Temp situ(øC) MAX,21.72,10
61700072,7/07/2011,Water Temp situ(øC) MAX,21.72,10
61700072,8/07/2011,Water Temp situ(øC) MAX,21.71,10
61700072,9/07/2011,Water Temp situ(øC) MAX,21.7,10
61700072,10/07/2011,Water Temp situ(øC) MAX,21.68,10
61700072,11/07/2011,Water Temp situ(øC) MAX,21.67,10
61700072,12/07/2011,Water Temp situ(øC) MAX,21.66,10
61700072,13/07/2011,Water Temp situ(øC) MAX,21.65,10
61700072,14/07/2011,Water Temp situ(øC) MAX,21.64,10
61700072,15/07/2011,Water Temp situ(øC) MAX,21.63,10
61700072,16/07/2011,Water Temp situ(øC) MAX,21.61,10
61700072,17/07/2011,Water Temp situ(øC) MAX,21.6,10
61700072,18/07/2011,Water Temp situ(øC) MAX,21.59,10
61700072,19/07/2011,Water Temp situ(øC) MAX,21.58,10
61700072,20/07/2011,Water Temp situ(øC) MAX,21.57,10
61700072,15/04/2011,Water Temp situ(øC) MAX,21.68,10
61700072,16/04/2011,Water Temp situ(øC) MAX,21.63,10
61700072,17/04/2011,Water Temp situ(øC) MAX,21.73,10
61700072,18/04/2011,Water Temp situ(øC) MAX,21.8,10
61700072,19/04/2011,Water Temp situ(øC) MAX,21.83,10
61700072,20/04/2011,Water Temp situ(øC) MAX,21.85,10
61700072,21/04/2011,Water Temp situ(øC) MAX,21.79,10
61700072,22/04/2011,Water Temp situ(øC) MAX,21.73,10
61700072,23/04/2011,Water Temp situ(øC) MAX,21.73,10
61700072,24/04/2011,Water Temp situ(øC) MAX,21.74,10
61700072,25/04/2011,Water Temp situ(øC) MAX,21.74,10
61700072,26/04/2011,Water Temp situ(øC) MAX,21.72,10
61700072,27/04/2011,Water Temp situ(øC) MAX,21.71,10
61700072,28/04/2011,Water Temp situ(øC) MAX,21.74,10
61700072,29/04/2011,Water Temp situ(øC) MAX,21.74,10
61700072,30/04/2011,Water Temp situ(øC) MAX,21.77,10
61700072,1/05/2011,Water Temp situ(øC) MAX,21.81,10
61700072,23/06/2011,Water Temp situ(øC) MAX,21.84,10
61700072,24/06/2011,Water Temp situ(øC) MAX,21.82,10
61700072,25/06/2011,Water Temp situ(øC) MAX,21.85,10
61700072,26/06/2011,Water Temp situ(øC) MAX,21.84,10
61700072,27/06/2011,Water Temp situ(øC) MAX,21.82,10
61700072,28/06/2011,Water Temp situ(øC) MAX,21.82,10
61700072,29/06/2011,Water Temp situ(øC) MAX,21.81,10
61700072,30/06/2011,Water Temp situ(øC) MAX,21.79,10
61700072,1/07/2011,Water Temp situ(øC) MAX,21.79,10
61700072,2/07/2011,Water Temp situ(øC) MAX,21.77,10
61700072,3/07/2011,Water Temp situ(øC) MAX,21.75,10
61700072,4/07/2011,Water Temp situ(øC) MAX,21.75,10
61700072,5/07/2011,Water Temp situ(øC) MAX,21.73,10
61700072,5/08/2011,Water Temp situ(øC) MAX,21.28,10
61700072,6/08/2011,Water Temp situ(øC) MAX,21.29,10
61700072,7/08/2011,Water Temp situ(øC) MAX,21.3,10
61700072,8/08/2011,Water Temp situ(øC) MAX,21.28,10
61700072,9/08/2011,Water Temp situ(øC) MAX,21.26,10
61700072,10/08/2011,Water Temp situ(øC) MAX,21.24,10
61700072,11/08/2011,Water Temp situ(øC) MAX,21.23,10
61700072,3/06/2011,Water Temp situ(øC) MAX,22.01,10
61700072,4/06/2011,Water Temp situ(øC) MAX,21.99,10
61700072,5/06/2011,Water Temp situ(øC) MAX,21.99,10
61700072,6/06/2011,Water Temp situ(øC) MAX,21.98,10
61700072,7/06/2011,Water Temp situ(øC) MAX,21.95,10
61700072,8/06/2011,Water Temp situ(øC) MAX,21.92,10
61700072,9/06/2011,Water Temp situ(øC) MAX,21.89,10
61700072,10/06/2011,Water Temp situ(øC) MAX,21.97,10
61700072,11/06/2011,Water Temp situ(øC) MAX,21.91,10
61700072,12/06/2011,Water Temp situ(øC) MAX,21.93,10
61700072,13/06/2011,Water Temp situ(øC) MAX,21.93,10
61700072,14/06/2011,Water Temp situ(øC) MAX,21.96,10
61700072,15/06/2011,Water Temp situ(øC) MAX,21.95,10
61700072,16/06/2011,Water Temp situ(øC) MAX,21.95,10
61700072,17/06/2011,Water Temp situ(øC) MAX,21.93,10
61700072,18/06/2011,Water Temp situ(øC) MAX,21.92,10
61700072,19/06/2011,Water Temp situ(øC) MAX,21.9,10
61700072,20/06/2011,Water Temp situ(øC) MAX,21.89,10
61700072,21/06/2011,Water Temp situ(øC) MAX,21.87,10
61700072,22/06/2011,Water Temp situ(øC) MAX,21.85,10
61700072,27/09/2011,Water Temp situ(øC) MAX,20.63,10
61700072,28/09/2011,Water Temp situ(øC) MAX,20.63,10
61700072,29/09/2011,Water Temp situ(øC) MAX,20.65,10
61700072,30/09/2011,Water Temp situ(øC) MAX,20.66,10
61700072,1/10/2011,Water Temp situ(øC) MAX,20.65,10
61700072,2/10/2011,Water Temp situ(øC) MAX,20.65,10
61700072,3/10/2011,Water Temp situ(øC) MAX,20.64,10
61700072,4/10/2011,Water Temp situ(øC) MAX,20.58,10
61700072,5/10/2011,Water Temp situ(øC) MAX,20.57,10
61700072,6/10/2011,Water Temp situ(øC) MAX,20.57,10
61700072,7/10/2011,Water Temp situ(øC) MAX,20.55,10
61700072,8/10/2011,Water Temp situ(øC) MAX,20.56,10
61700072,9/10/2011,Water Temp situ(øC) MAX,20.55,10
61700072,10/10/2011,Water Temp situ(øC) MAX,20.58,10
61700072,11/10/2011,Water Temp situ(øC) MAX,20.58,10
61700072,12/10/2011,Water Temp situ(øC) MAX,20.59,10
61700072,13/10/2011,Water Temp situ(øC) MAX,20.57,10
61700072,14/10/2011,Water Temp situ(øC) MAX,20.55,10
61700072,15/10/2011,Water Temp situ(øC) MAX,20.56,10
61700072,16/10/2011,Water Temp situ(øC) MAX,20.56,10
61700072,17/10/2011,Water Temp situ(øC) MAX,20.55,10
61700072,18/10/2011,Water Temp situ(øC) MAX,20.55,10
61700072,19/10/2011,Water Temp situ(øC) MAX,20.53,10
61700072,20/10/2011,Water Temp situ(øC) MAX,20.51,10
61700072,21/10/2011,Water Temp situ(øC) MAX,20.5,10
61700072,22/10/2011,Water Temp situ(øC) MAX,20.51,10
61700072,23/10/2011,Water Temp situ(øC) MAX,20.53,10
61700072,24/10/2011,Water Temp situ(øC) MAX,20.55,10
61700072,25/10/2011,Water Temp situ(øC) MAX,20.57,10
61700072,26/10/2011,Water Temp situ(øC) MAX,20.59,10
61700072,27/10/2011,Water Temp situ(øC) MAX,20.57,10
61700072,8/04/2011,Water Temp situ(øC) MEAN,21.59,10
61700072,9/04/2011,Water Temp situ(øC) MEAN,21.54,10
61700072,10/04/2011,Water Temp situ(øC) MEAN,21.499,10
61700072,11/04/2011,Water Temp situ(øC) MEAN,21.523,10
61700072,12/04/2011,Water Temp situ(øC) MEAN,21.525,10
61700072,13/04/2011,Water Temp situ(øC) MEAN,21.551,10
61700072,14/04/2011,Water Temp situ(øC) MEAN,21.562,10
61700072,15/04/2011,Water Temp situ(øC) MEAN,21.556,10
61700072,16/04/2011,Water Temp situ(øC) MEAN,21.557,10
61700072,17/04/2011,Water Temp situ(øC) MEAN,21.591,10
61700072,18/04/2011,Water Temp situ(øC) MEAN,21.623,10
61700072,19/04/2011,Water Temp situ(øC) MEAN,21.643,10
61700072,20/04/2011,Water Temp situ(øC) MEAN,21.657,10
61700072,21/04/2011,Water Temp situ(øC) MEAN,21.638,10
61700072,22/04/2011,Water Temp situ(øC) MEAN,21.614,10
61700072,23/04/2011,Water Temp situ(øC) MEAN,21.625,10
61700072,24/04/2011,Water Temp situ(øC) MEAN,21.642,10
61700072,25/04/2011,Water Temp situ(øC) MEAN,21.652,10
61700072,26/04/2011,Water Temp situ(øC) MEAN,21.647,10
61700072,27/04/2011,Water Temp situ(øC) MEAN,21.656,10
61700072,28/04/2011,Water Temp situ(øC) MEAN,21.684,10
61700072,29/04/2011,Water Temp situ(øC) MEAN,21.69,10
61700072,30/04/2011,Water Temp situ(øC) MEAN,21.704,10
61700072,1/05/2011,Water Temp situ(øC) MEAN,21.72,10
61700072,2/05/2011,Water Temp situ(øC) MEAN,21.725,10
61700072,3/05/2011,Water Temp situ(øC) MEAN,21.729,10
61700072,4/05/2011,Water Temp situ(øC) MEAN,21.739,10
61700072,5/05/2011,Water Temp situ(øC) MEAN,21.75,10
61700072,6/05/2011,Water Temp situ(øC) MEAN,21.783,10
61700072,7/05/2011,Water Temp situ(øC) MEAN,21.767,10
61700072,8/05/2011,Water Temp situ(øC) MEAN,21.758,10
61700072,3/03/2011,Cond Comp in æs/cm MAX,3547.0,10
61700072,4/03/2011,Cond Comp in æs/cm MAX,3505.0,10
61700072,5/03/2011,Cond Comp in æs/cm MAX,3205.0,10
61700072,6/03/2011,Cond Comp in æs/cm MAX,3076.0,10
61700072,7/03/2011,Cond Comp in æs/cm MAX,3090.0,10
61700072,8/03/2011,Cond Comp in æs/cm MAX,3050.0,10
61700072,9/03/2011,Cond Comp in æs/cm MAX,3127.0,10
61700072,10/03/2011,Cond Comp in æs/cm MAX,3510.0,10
61700072,11/03/2011,Cond Comp in æs/cm MAX,3680.0,10
61700072,12/03/2011,Cond Comp in æs/cm MAX,3394.0,10
61700072,13/03/2011,Cond Comp in æs/cm MAX,3187.0,10
61700072,14/03/2011,Cond Comp in æs/cm MAX,3665.0,10
61700072,15/03/2011,Cond Comp in æs/cm MAX,3918.0,10
61700072,16/03/2011,Cond Comp in æs/cm MAX,3910.0,10
61700072,17/03/2011,Cond Comp in æs/cm MAX,3855.0,10
61700072,18/03/2011,Cond Comp in æs/cm MAX,3499.0,10
61700072,19/03/2011,Cond Comp in æs/cm MAX,3148.0,10
61700072,20/03/2011,Cond Comp in æs/cm MAX,3113.0,10
61700072,21/03/2011,Cond Comp in æs/cm MAX,3386.0,10
61700072,22/03/2011,Cond Comp in æs/cm MAX,3649.0,10
61700072,23/03/2011,Cond Comp in æs/cm MAX,3551.0,10
61700072,24/03/2011,Cond Comp in æs/cm MAX,3450.0,10
61700072,25/03/2011,Cond Comp in æs/cm MAX,3766.0,10
61700072,26/03/2011,Cond Comp in æs/cm MAX,3628.0,10
61700072,27/03/2011,Cond Comp in æs/cm MAX,3484.0,10
61700072,28/03/2011,Cond Comp in æs/cm MAX,3431.0,10
61700072,29/03/2011,Cond Comp in æs/cm MAX,3331.0,10
61700072,30/03/2011,Cond Comp in æs/cm MAX,3267.0,10
61700072,31/03/2011,Cond Comp in æs/cm MAX,3348.0,10
61700072,1/04/2011,Cond Comp in æs/cm MAX,3254.0,10
61700072,2/04/2011,Cond Comp in æs/cm MAX,3291.0,10
61700072,3/04/2011,Cond Comp in æs/cm MAX,3577.0,10
61700072,4/04/2011,Cond Comp in æs/cm MAX,3806.0,10
61700072,5/04/2011,Cond Comp in æs/cm MAX,3821.0,10
61700072,6/04/2011,Cond Comp in æs/cm MAX,3975.0,10
61700072,7/04/2011,Cond Comp in æs/cm MAX,3988.0,10
61700072,8/04/2011,Cond Comp in æs/cm MAX,3448.0,10
61700072,9/04/2011,Cond Comp in æs/cm MAX,3369.0,10
61700072,10/04/2011,Cond Comp in æs/cm MAX,3972.0,10
61700072,11/04/2011,Cond Comp in æs/cm MAX,4088.0,10
61700072,12/04/2011,Cond Comp in æs/cm MAX,3811.0,1
61700072,13/04/2011,Cond Comp in æs/cm MAX,3526.0,10
61700072,14/04/2011,Cond Comp in æs/cm MAX,3310.0,10
61700072,15/04/2011,Cond Comp in æs/cm MAX,3483.0,10
61700072,16/04/2011,Cond Comp in æs/cm MAX,3741.0,10
61700072,17/04/2011,Cond Comp in æs/cm MAX,3902.0,10
61700072,18/04/2011,Cond Comp in æs/cm MAX,3825.0,10
61700072,19/04/2011,Cond Comp in æs/cm MAX,3802.0,10
61700072,20/04/2011,Cond Comp in æs/cm MAX,3811.0,10
61700072,21/04/2011,Cond Comp in æs/cm MAX,3906.0,10
61700072,22/04/2011,Cond Comp in æs/cm MAX,4456.0,10
61700072,23/04/2011,Cond Comp in æs/cm MAX,4433.0,10
61700072,24/04/2011,Cond Comp in æs/cm MAX,4119.0,10
61700072,25/04/2011,Cond Comp in æs/cm MAX,3690.0,10
61700072,26/04/2011,Cond Comp in æs/cm MAX,3561.0,10
61700072,27/04/2011,Cond Comp in æs/cm MAX,3528.0,10
61700072,28/04/2011,Cond Comp in æs/cm MAX,3334.0,10
61700072,29/04/2011,Cond Comp in æs/cm MAX,3333.0,10
61700072,30/04/2011,Cond Comp in æs/cm MAX,3406.0,10
61700072,1/05/2011,Cond Comp in æs/cm MAX,3470.0,10
61700072,2/05/2011,Cond Comp in æs/cm MAX,3739.0,10
61700072,3/05/2011,Cond Comp in æs/cm MAX,3973.0,10
61700072,4/05/2011,Cond Comp in æs/cm MAX,4135.0,10
61700072,5/05/2011,Cond Comp in æs/cm MAX,4157.0,10
61700072,6/05/2011,Cond Comp in æs/cm MAX,3886.0,10
61700072,7/05/2011,Cond Comp in æs/cm MAX,3693.0,10
61700072,8/05/2011,Cond Comp in æs/cm MAX,4239.0,10
61700072,9/05/2011,Cond Comp in æs/cm MAX,3882.0,10
61700072,10/05/2011,Cond Comp in æs/cm MAX,3808.0,10
61700072,11/05/2011,Cond Comp in æs/cm MAX,3550.0,10
61700072,12/05/2011,Cond Comp in æs/cm MAX,3495.0,10
61700072,13/05/2011,Cond Comp in æs/cm MAX,3592.0,10
61700072,14/05/2011,Cond Comp in æs/cm MAX,3830.0,10
61700072,15/05/2011,Cond Comp in æs/cm MAX,4246.0,10
61700072,16/05/2011,Cond Comp in æs/cm MAX,4942.0,10
61700072,17/05/2011,Cond Comp in æs/cm MAX,4802.0,10
61700072,18/05/2011,Cond Comp in æs/cm MAX,4148.0,10
61700072,19/05/2011,Cond Comp in æs/cm MAX,4019.0,10
61700072,20/05/2011,Cond Comp in æs/cm MAX,4577.0,10
61700072,21/05/2011,Cond Comp in æs/cm MAX,3300.0,10
61700072,22/05/2011,Cond Comp in æs/cm MAX,3128.0,10
61700072,23/05/2011,Cond Comp in æs/cm MAX,3074.0,10
61700072,24/05/2011,Cond Comp in æs/cm MAX,3373.0,10
61700072,25/05/2011,Cond Comp in æs/cm MAX,3586.0,10
61700072,26/05/2011,Cond Comp in æs/cm MAX,3629.0,10
61700072,27/05/2011,Cond Comp in æs/cm MAX,3811.0,10
61700072,28/05/2011,Cond Comp in æs/cm MAX,3779.0,10
61700072,29/05/2011,Cond Comp in æs/cm MAX,3909.0,10
61700072,30/05/2011,Cond Comp in æs/cm MAX,4592.0,10
61700072,31/05/2011,Cond Comp in æs/cm MAX,3918.0,10
61700072,1/06/2011,Cond Comp in æs/cm MAX,4154.0,10
61700072,2/06/2011,Cond Comp in æs/cm MAX,4015.0,10
61700072,3/06/2011,Cond Comp in æs/cm MAX,3736.0,10
61700072,15/08/2011,Water Temp situ(øC) MAX,21.15,10
61700072,16/08/2011,Water Temp situ(øC) MAX,21.1,10
61700072,9/09/2011,Water Temp situ(øC) MAX,20.67,10
61700072,10/09/2011,Water Temp situ(øC) MAX,20.78,10
61700072,11/09/2011,Water Temp situ(øC) MAX,20.78,10
61700072,12/09/2011,Water Temp situ(øC) MAX,20.79,10
61700072,13/09/2011,Water Temp situ(øC) MAX,20.79,10
61700072,14/09/2011,Water Temp situ(øC) MAX,20.81,10
61700072,15/09/2011,Water Temp situ(øC) MAX,20.81,10
61700072,16/09/2011,Water Temp situ(øC) MAX,20.81,10
61700072,30/05/2011,Water Temp situ(øC) MAX,21.95,10
61700072,31/05/2011,Water Temp situ(øC) MAX,21.98,10
61700072,1/06/2011,Water Temp situ(øC) MAX,21.98,10
61700072,2/06/2011,Water Temp situ(øC) MAX,22.01,10
61700072,9/06/2011,Water Temp situ(øC) MEAN,21.877,10
61700072,10/06/2011,Water Temp situ(øC) MEAN,21.879,10
61700072,11/06/2011,Water Temp situ(øC) MEAN,21.869,10
61700072,12/06/2011,Water Temp situ(øC) MEAN,21.872,10
61700072,13/06/2011,Water Temp situ(øC) MEAN,21.865,10
61700072,14/06/2011,Water Temp situ(øC) MEAN,21.86,10
61700072,15/06/2011,Water Temp situ(øC) MEAN,21.867,10
61700072,16/06/2011,Water Temp situ(øC) MEAN,21.868,10
61700072,17/06/2011,Water Temp situ(øC) MEAN,21.855,10
61700072,18/06/2011,Water Temp situ(øC) MEAN,21.854,10
61700072,19/06/2011,Water Temp situ(øC) MEAN,21.851,10
61700072,20/06/2011,Water Temp situ(øC) MEAN,21.846,10
61700072,21/06/2011,Water Temp situ(øC) MEAN,21.844,10
61700072,22/06/2011,Water Temp situ(øC) MEAN,21.834,10
61700072,23/06/2011,Water Temp situ(øC) MEAN,21.826,10
61700072,24/06/2011,Water Temp situ(øC) MEAN,21.816,10
61700072,25/06/2011,Water Temp situ(øC) MEAN,21.825,10
61700072,26/06/2011,Water Temp situ(øC) MEAN,21.809,10
61700072,27/06/2011,Water Temp situ(øC) MEAN,21.795,10
61700072,28/06/2011,Water Temp situ(øC) MEAN,21.786,10
61700072,29/06/2011,Water Temp situ(øC) MEAN,21.781,10
61700072,30/06/2011,Water Temp situ(øC) MEAN,21.767,10
61700072,1/07/2011,Water Temp situ(øC) MEAN,21.754,10
61700072,2/07/2011,Water Temp situ(øC) MEAN,21.739,10
61700072,3/07/2011,Water Temp situ(øC) MEAN,21.723,10
61700072,4/07/2011,Water Temp situ(øC) MEAN,21.709,10
61700072,5/07/2011,Water Temp situ(øC) MEAN,21.697,10
61700072,6/07/2011,Water Temp situ(øC) MEAN,21.697,10
61700072,7/07/2011,Water Temp situ(øC) MEAN,21.709,10
61700072,8/07/2011,Water Temp situ(øC) MEAN,21.703,10
61700072,9/07/2011,Water Temp situ(øC) MEAN,21.653,10
61700072,23/08/2011,Water Temp situ(øC) MIN,20.72,10
61700072,24/08/2011,Water Temp situ(øC) MIN,20.69,10
61700072,25/08/2011,Water Temp situ(øC) MIN,20.67,10
61700072,26/08/2011,Water Temp situ(øC) MIN,20.65,10
61700072,27/08/2011,Water Temp situ(øC) MIN,20.66,10
61700072,28/08/2011,Water Temp situ(øC) MIN,20.63,10
61700072,29/08/2011,Water Temp situ(øC) MIN,20.62,10
61700072,30/08/2011,Water Temp situ(øC) MIN,20.6,10
61700072,31/08/2011,Water Temp situ(øC) MIN,20.56,10
61700072,1/09/2011,Water Temp situ(øC) MIN,20.55,10
61700072,2/09/2011,Water Temp situ(øC) MIN,20.56,10
61700072,3/09/2011,Water Temp situ(øC) MIN,20.54,10
61700072,4/09/2011,Water Temp situ(øC) MIN,20.55,10
61700072,5/09/2011,Water Temp situ(øC) MIN,20.52,10
61700072,6/09/2011,Water Temp situ(øC) MIN,20.51,10
61700072,7/09/2011,Water Temp situ(øC) MIN,20.52,10
61700072,8/09/2011,Water Temp situ(øC) MIN,20.5,10
61700072,9/09/2011,Water Temp situ(øC) MIN,20.49,10
61700072,10/09/2011,Water Temp situ(øC) MIN,20.47,10
61700072,11/09/2011,Water Temp situ(øC) MIN,20.43,10
61700072,12/09/2011,Water Temp situ(øC) MIN,20.42,10
61700072,13/09/2011,Water Temp situ(øC) MIN,20.39,10
61700072,14/09/2011,Water Temp situ(øC) MIN,20.41,10
61700072,15/09/2011,Water Temp situ(øC) MIN,20.4,10
61700072,16/09/2011,Water Temp situ(øC) MIN,20.35,10
61700072,17/09/2011,Water Temp situ(øC) MIN,20.35,10
61700072,18/09/2011,Water Temp situ(øC) MIN,20.4,10
61700072,19/09/2011,Water Temp situ(øC) MIN,20.36,10
61700072,20/09/2011,Water Temp situ(øC) MIN,20.38,10
61700072,21/09/2011,Water Temp situ(øC) MIN,20.38,10
61700072,22/09/2011,Water Temp situ(øC) MIN,20.36,10
61700072,4/06/2011,Cond Comp in æs/cm MAX,3661.0,10
61700072,5/06/2011,Cond Comp in æs/cm MAX,3864.0,10
61700072,6/06/2011,Cond Comp in æs/cm MAX,3692.0,10
61700072,7/06/2011,Cond Comp in æs/cm MAX,3328.0,10
61700072,8/06/2011,Cond Comp in æs/cm MAX,3286.0,10
61700072,9/06/2011,Cond Comp in æs/cm MAX,3200.0,10
61700072,10/06/2011,Cond Comp in æs/cm MAX,3520.0,10
61700072,11/06/2011,Cond Comp in æs/cm MAX,3586.0,10
61700072,12/06/2011,Cond Comp in æs/cm MAX,3704.0,10
61700072,13/06/2011,Cond Comp in æs/cm MAX,3864.0,10
61700072,14/06/2011,Cond Comp in æs/cm MAX,4401.0,10
61700072,15/06/2011,Cond Comp in æs/cm MAX,4346.0,10
61700072,16/06/2011,Cond Comp in æs/cm MAX,3757.0,10
61700072,17/06/2011,Cond Comp in æs/cm MAX,3812.0,10
61700072,18/06/2011,Cond Comp in æs/cm MAX,3758.0,10
61700072,19/06/2011,Cond Comp in æs/cm MAX,3608.0,10
61700072,20/06/2011,Cond Comp in æs/cm MAX,3609.0,10
61700072,21/06/2011,Cond Comp in æs/cm MAX,3150.0,10
61700072,22/06/2011,Cond Comp in æs/cm MAX,3256.0,10
61700072,23/06/2011,Cond Comp in æs/cm MAX,3439.0,10
61700072,24/06/2011,Cond Comp in æs/cm MAX,3654.0,10
61700072,25/06/2011,Cond Comp in æs/cm MAX,3824.0,10
61700072,26/06/2011,Cond Comp in æs/cm MAX,3323.0,10
61700072,27/06/2011,Cond Comp in æs/cm MAX,3655.0,10
61700072,28/06/2011,Cond Comp in æs/cm MAX,4404.0,10
61700072,29/06/2011,Cond Comp in æs/cm MAX,3956.0,10
61700072,30/06/2011,Cond Comp in æs/cm MAX,3968.0,10
61700072,1/07/2011,Cond Comp in æs/cm MAX,3829.0,10
61700072,2/07/2011,Cond Comp in æs/cm MAX,3594.0,10
61700072,3/07/2011,Cond Comp in æs/cm MAX,3487.0,10
61700072,4/07/2011,Cond Comp in æs/cm MAX,3103.0,10
61700072,6/10/2011,Cond Comp in æs/cm MAX,2722.0,10
61700072,7/10/2011,Cond Comp in æs/cm MAX,2767.0,10
61700072,8/10/2011,Cond Comp in æs/cm MAX,2942.0,10
61700072,9/10/2011,Cond Comp in æs/cm MAX,2975.0,10
61700072,10/10/2011,Cond Comp in æs/cm MAX,2986.0,10
61700072,11/10/2011,Cond Comp in æs/cm MAX,3085.0,10
61700072,12/10/2011,Cond Comp in æs/cm MAX,3162.0,10
61700072,13/10/2011,Cond Comp in æs/cm MAX,3162.0,10
61700072,14/10/2011,Cond Comp in æs/cm MAX,3152.0,10
61700072,15/10/2011,Cond Comp in æs/cm MAX,2953.0,10
